id,set,target
2008_000499.jpg,train,"['horse', 'person']"
2008_000502.jpg,train,"['cat', 'cat']"
2008_000505.jpg,train,['boat']
2008_000512.jpg,train,['bird']
2008_000514.jpg,train,"['person', 'person', 'person']"
2008_000515.jpg,train,"['bird', 'bird']"
2008_000527.jpg,train,['person']
2008_000531.jpg,train,"['bicycle', 'person', 'car']"
2008_000540.jpg,train,['person']
2008_000544.jpg,train,['person']
2008_000545.jpg,train,"['motorbike', 'person']"
2008_000548.jpg,train,"['person', 'person']"
2008_000552.jpg,train,"['horse', 'person']"
2008_000559.jpg,train,['dog']
2008_000561.jpg,train,"['person', 'person', 'person', 'person', 'person']"
2008_000563.jpg,train,"['car', 'person', 'motorbike']"
2008_000567.jpg,train,['boat']
2008_000572.jpg,train,"['person', 'chair']"
2008_000578.jpg,train,"['tvmonitor', 'person', 'chair']"
2008_000583.jpg,train,"['person', 'person', 'car', 'motorbike']"
2008_000584.jpg,train,['person']
2008_000585.jpg,train,['aeroplane']
2008_000588.jpg,train,"['person', 'person', 'chair', 'chair']"
2008_000595.jpg,train,['car']
2008_000607.jpg,train,['person']
2008_000613.jpg,train,"['car', 'person', 'person', 'person', 'person', 'person', 'car']"
2008_000615.jpg,train,"['person', 'bicycle', 'person', 'person']"
2008_000619.jpg,train,"['cat', 'car', 'car', 'car']"
2008_000626.jpg,train,['chair']
2008_000628.jpg,train,['person']
2008_000636.jpg,train,"['person', 'person', 'sofa']"
2008_000641.jpg,train,"['cat', 'dog']"
2008_000645.jpg,train,['person']
2008_000646.jpg,train,['person']
2008_000648.jpg,train,"['person', 'sofa', 'bottle']"
2008_000650.jpg,train,['person']
2008_000655.jpg,train,"['person', 'person']"
2008_000669.jpg,train,['sheep']
2008_000672.jpg,train,['person']
2008_000674.jpg,train,"['person', 'person']"
2008_000676.jpg,train,"['dog', 'dog']"
2008_000678.jpg,train,['bird']
2008_000683.jpg,train,"['person', 'person']"
2008_000689.jpg,train,"['motorbike', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_000694.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person']"
2008_000696.jpg,train,['horse']
2008_000703.jpg,train,['bottle']
2008_000704.jpg,train,"['chair', 'sofa', 'person', 'sofa']"
2008_000711.jpg,train,"['cow', 'cow', 'cow', 'cow']"
2008_000716.jpg,train,"['aeroplane', 'aeroplane']"
2008_000719.jpg,train,"['person', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car']"
2008_000721.jpg,train,['dog']
2008_000723.jpg,train,"['person', 'person']"
2008_000724.jpg,train,['cat']
2008_000726.jpg,train,"['person', 'person']"
2008_000729.jpg,train,"['person', 'person']"
2008_000732.jpg,train,"['person', 'person', 'chair']"
2008_000733.jpg,train,['person']
2008_000742.jpg,train,"['person', 'person']"
2008_000753.jpg,train,['person']
2008_000756.jpg,train,"['aeroplane', 'aeroplane']"
2008_000758.jpg,train,['person']
2008_000760.jpg,train,"['chair', 'chair', 'chair', 'chair', 'chair', 'chair']"
2008_000761.jpg,train,['dog']
2008_000764.jpg,train,"['person', 'bicycle']"
2008_000775.jpg,train,"['person', 'sofa']"
2008_000777.jpg,train,['person']
2008_000778.jpg,train,['person']
2008_000785.jpg,train,['bird']
2008_000787.jpg,train,"['person', 'person', 'bottle', 'bottle']"
2008_000790.jpg,train,"['pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'chair', 'chair', 'pottedplant', 'pottedplant']"
2008_000792.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'bicycle', 'bicycle']"
2008_000798.jpg,train,"['bird', 'bird', 'bird']"
2008_000801.jpg,train,"['bottle', 'person', 'person']"
2008_000808.jpg,train,"['dog', 'person']"
2008_000814.jpg,train,"['person', 'person']"
2008_000815.jpg,train,"['person', 'dog']"
2008_000824.jpg,train,"['cat', 'chair']"
2008_000829.jpg,train,"['person', 'person', 'person', 'dog']"
2008_000832.jpg,train,['bird']
2008_000833.jpg,train,"['boat', 'car', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_000841.jpg,train,"['person', 'person', 'pottedplant', 'pottedplant']"
2008_000842.jpg,train,['person']
2008_000844.jpg,train,"['person', 'person']"
2008_000847.jpg,train,"['cat', 'person', 'chair']"
2008_000851.jpg,train,"['person', 'person', 'bottle', 'bottle']"
2008_000854.jpg,train,"['person', 'motorbike']"
2008_000860.jpg,train,['cat']
2008_000861.jpg,train,"['bird', 'bird']"
2008_000867.jpg,train,"['person', 'person', 'person']"
2008_000870.jpg,train,"['person', 'chair']"
2008_000873.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_000875.jpg,train,"['person', 'person', 'person', 'person', 'person']"
2008_000881.jpg,train,"['person', 'person', 'person', 'person']"
2008_000883.jpg,train,['aeroplane']
2008_000887.jpg,train,"['person', 'person']"
2008_000899.jpg,train,['person']
2008_000901.jpg,train,['dog']
2008_000902.jpg,train,"['person', 'person', 'person']"
2008_000905.jpg,train,['cow']
2008_000908.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_000912.jpg,train,"['horse', 'horse']"
2008_000914.jpg,train,['chair']
2008_000915.jpg,train,['sheep']
2008_000923.jpg,train,['pottedplant']
2008_000924.jpg,train,"['person', 'person']"
2008_000928.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_000934.jpg,train,"['dog', 'person']"
2008_000941.jpg,train,"['person', 'chair', 'chair', 'person', 'person']"
2008_000944.jpg,train,"['car', 'person', 'car']"
2008_000953.jpg,train,"['person', 'person', 'bottle', 'car', 'car']"
2008_000959.jpg,train,"['car', 'person']"
2008_000970.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person']"
2008_000973.jpg,train,['dog']
2008_000979.jpg,train,"['car', 'person', 'person', 'person']"
2008_000981.jpg,train,"['person', 'person', 'chair', 'motorbike']"
2008_000985.jpg,train,"['person', 'person']"
2008_000987.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_000999.jpg,train,['cat']
2008_001018.jpg,train,"['person', 'car']"
2008_001020.jpg,train,"['bird', 'person']"
2008_001021.jpg,train,"['tvmonitor', 'person']"
2008_001022.jpg,train,"['bus', 'bus', 'person']"
2008_001023.jpg,train,"['person', 'person']"
2008_001026.jpg,train,['person']
2008_001030.jpg,train,['sofa']
2008_001031.jpg,train,"['person', 'horse']"
2008_001035.jpg,train,"['person', 'person']"
2008_001036.jpg,train,"['person', 'person']"
2008_001039.jpg,train,"['person', 'person', 'person', 'car']"
2008_001042.jpg,train,"['car', 'car', 'car', 'car', 'car', 'car', 'car', 'car']"
2008_001047.jpg,train,"['boat', 'boat', 'boat']"
2008_001048.jpg,train,"['person', 'person']"
2008_001052.jpg,train,"['person', 'person']"
2008_001054.jpg,train,"['aeroplane', 'person', 'person', 'aeroplane']"
2008_001056.jpg,train,['boat']
2008_001057.jpg,train,"['person', 'person', 'person', 'person', 'person']"
2008_001071.jpg,train,"['cat', 'cat']"
2008_001073.jpg,train,"['person', 'tvmonitor', 'chair']"
2008_001081.jpg,train,['person']
2008_001083.jpg,train,"['person', 'person', 'person', 'person', 'person', 'chair', 'chair', 'chair', 'chair', 'diningtable']"
2008_001104.jpg,train,"['person', 'person', 'car', 'car', 'car']"
2008_001105.jpg,train,['train']
2008_001106.jpg,train,['person']
2008_001112.jpg,train,"['person', 'horse']"
2008_001115.jpg,train,"['person', 'person']"
2008_001118.jpg,train,['train']
2008_001119.jpg,train,"['person', 'person', 'motorbike']"
2008_001130.jpg,train,"['bottle', 'tvmonitor']"
2008_001133.jpg,train,"['sofa', 'sofa', 'chair', 'chair', 'chair', 'chair', 'chair', 'pottedplant']"
2008_001134.jpg,train,"['person', 'person', 'person']"
2008_001137.jpg,train,['dog']
2008_001143.jpg,train,"['tvmonitor', 'chair', 'tvmonitor']"
2008_001147.jpg,train,"['person', 'person', 'chair', 'chair']"
2008_001158.jpg,train,"['motorbike', 'motorbike', 'person', 'person', 'person']"
2008_001159.jpg,train,"['boat', 'boat']"
2008_001161.jpg,train,"['bird', 'bird', 'bird']"
2008_001164.jpg,train,['train']
2008_001169.jpg,train,"['train', 'car']"
2008_001171.jpg,train,"['horse', 'person', 'person']"
2008_001182.jpg,train,"['dog', 'person']"
2008_001188.jpg,train,['person']
2008_001189.jpg,train,['person']
2008_001190.jpg,train,"['person', 'person']"
2008_001196.jpg,train,"['car', 'person', 'person']"
2008_001202.jpg,train,"['boat', 'person', 'person', 'person']"
2008_001203.jpg,train,['motorbike']
2008_001206.jpg,train,['person']
2008_001208.jpg,train,['car']
2008_001215.jpg,train,['person']
2008_001219.jpg,train,"['person', 'person']"
2008_001223.jpg,train,"['person', 'person', 'person', 'person', 'person', 'bottle']"
2008_001230.jpg,train,"['person', 'person', 'bottle', 'bottle', 'bottle', 'bottle', 'chair', 'chair', 'chair', 'chair', 'chair', 'diningtable']"
2008_001235.jpg,train,"['person', 'horse']"
2008_001238.jpg,train,"['dog', 'dog', 'sofa']"
2008_001245.jpg,train,"['person', 'person']"
2008_001263.jpg,train,"['person', 'person']"
2008_001267.jpg,train,['cat']
2008_001272.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person']"
2008_001274.jpg,train,['car']
2008_001278.jpg,train,"['horse', 'person', 'person']"
2008_001285.jpg,train,['dog']
2008_001294.jpg,train,"['person', 'person', 'bottle']"
2008_001299.jpg,train,['person']
2008_001302.jpg,train,"['person', 'person', 'person']"
2008_001307.jpg,train,"['bottle', 'person']"
2008_001310.jpg,train,"['person', 'person', 'person', 'person']"
2008_001312.jpg,train,"['person', 'person', 'bottle', 'bottle', 'bottle']"
2008_001325.jpg,train,"['person', 'person']"
2008_001329.jpg,train,"['car', 'person', 'person', 'person', 'person', 'person']"
2008_001335.jpg,train,['cat']
2008_001336.jpg,train,['bicycle']
2008_001346.jpg,train,"['person', 'person']"
2008_001351.jpg,train,"['person', 'person', 'person', 'bird', 'bird', 'person', 'person', 'person']"
2008_001357.jpg,train,['cat']
2008_001358.jpg,train,"['person', 'person', 'train']"
2008_001359.jpg,train,"['cow', 'person', 'car']"
2008_001373.jpg,train,"['person', 'person', 'person', 'person']"
2008_001375.jpg,train,"['bicycle', 'bicycle', 'car', 'person', 'person']"
2008_001382.jpg,train,"['person', 'horse']"
2008_001383.jpg,train,"['person', 'person']"
2008_001385.jpg,train,"['person', 'person', 'person']"
2008_001387.jpg,train,['bird']
2008_001389.jpg,train,"['boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'person', 'person', 'person', 'boat', 'person']"
2008_001390.jpg,train,"['person', 'person', 'sofa', 'bottle']"
2008_001399.jpg,train,['sofa']
2008_001402.jpg,train,"['person', 'bicycle']"
2008_001405.jpg,train,['bottle']
2008_001408.jpg,train,['person']
2008_001413.jpg,train,"['diningtable', 'person']"
2008_001414.jpg,train,['cat']
2008_001419.jpg,train,"['person', 'person', 'person', 'person']"
2008_001420.jpg,train,"['dog', 'dog', 'dog', 'dog', 'person', 'boat']"
2008_001431.jpg,train,"['person', 'bottle', 'bottle']"
2008_001434.jpg,train,"['person', 'person', 'chair', 'chair', 'chair', 'chair', 'pottedplant', 'diningtable']"
2008_001440.jpg,train,"['car', 'car', 'car', 'car', 'person', 'person']"
2008_001444.jpg,train,"['bottle', 'person']"
2008_001446.jpg,train,"['car', 'car']"
2008_001448.jpg,train,"['aeroplane', 'aeroplane']"
2008_001454.jpg,train,['person']
2008_001455.jpg,train,"['person', 'person']"
2008_001460.jpg,train,['pottedplant']
2008_001461.jpg,train,"['chair', 'tvmonitor', 'sofa', 'person', 'dog']"
2008_001462.jpg,train,['person']
2008_001464.jpg,train,"['horse', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001467.jpg,train,"['person', 'pottedplant', 'chair', 'pottedplant']"
2008_001479.jpg,train,['dog']
2008_001482.jpg,train,"['person', 'person', 'bottle']"
2008_001488.jpg,train,['person']
2008_001493.jpg,train,"['person', 'person', 'person', 'person', 'person', 'chair', 'person', 'person']"
2008_001495.jpg,train,['bird']
2008_001498.jpg,train,['dog']
2008_001500.jpg,train,"['car', 'car', 'car']"
2008_001501.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001510.jpg,train,['person']
2008_001523.jpg,train,"['bicycle', 'person']"
2008_001525.jpg,train,"['person', 'motorbike', 'motorbike', 'motorbike', 'person']"
2008_001529.jpg,train,"['boat', 'person', 'person']"
2008_001533.jpg,train,"['person', 'person', 'person', 'car', 'car']"
2008_001538.jpg,train,"['person', 'person', 'person']"
2008_001541.jpg,train,"['pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'car', 'car']"
2008_001550.jpg,train,"['dog', 'person', 'sofa', 'chair']"
2008_001563.jpg,train,"['person', 'person', 'person', 'person', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair']"
2008_001566.jpg,train,"['bicycle', 'person']"
2008_001576.jpg,train,"['tvmonitor', 'person', 'chair']"
2008_001577.jpg,train,['person']
2008_001582.jpg,train,"['person', 'person']"
2008_001591.jpg,train,"['diningtable', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'diningtable']"
2008_001592.jpg,train,['cat']
2008_001601.jpg,train,"['sheep', 'sheep']"
2008_001609.jpg,train,"['person', 'person', 'person']"
2008_001610.jpg,train,['cat']
2008_001615.jpg,train,['person']
2008_001617.jpg,train,"['person', 'person', 'chair', 'chair', 'chair']"
2008_001620.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'boat', 'boat', 'boat', 'person', 'person', 'person', 'boat', 'boat', 'person', 'boat', 'boat', 'boat', 'boat']"
2008_001626.jpg,train,['bicycle']
2008_001631.jpg,train,"['car', 'car', 'car', 'person', 'person', 'person', 'person', 'person', 'motorbike', 'person', 'person', 'person', 'person', 'person', 'car']"
2008_001632.jpg,train,['car']
2008_001641.jpg,train,"['chair', 'tvmonitor']"
2008_001643.jpg,train,"['person', 'motorbike']"
2008_001645.jpg,train,"['person', 'horse']"
2008_001652.jpg,train,"['person', 'person', 'person', 'person', 'boat']"
2008_001653.jpg,train,"['cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow']"
2008_001661.jpg,train,['person']
2008_001666.jpg,train,"['chair', 'person', 'person', 'person', 'person', 'person', 'diningtable']"
2008_001670.jpg,train,"['person', 'person', 'person']"
2008_001673.jpg,train,"['bird', 'bird', 'person', 'chair']"
2008_001679.jpg,train,['bird']
2008_001690.jpg,train,"['motorbike', 'motorbike', 'person', 'person', 'person']"
2008_001691.jpg,train,['motorbike']
2008_001692.jpg,train,['person']
2008_001694.jpg,train,"['chair', 'pottedplant', 'sofa']"
2008_001699.jpg,train,"['person', 'person', 'motorbike']"
2008_001704.jpg,train,['tvmonitor']
2008_001706.jpg,train,"['person', 'bottle']"
2008_001708.jpg,train,"['cat', 'dog']"
2008_001709.jpg,train,['person']
2008_001710.jpg,train,"['train', 'person', 'person', 'person', 'person']"
2008_001716.jpg,train,['car']
2008_001719.jpg,train,['aeroplane']
2008_001724.jpg,train,"['person', 'person', 'person']"
2008_001729.jpg,train,"['horse', 'person']"
2008_001735.jpg,train,"['person', 'person']"
2008_001737.jpg,train,"['person', 'person', 'chair', 'chair', 'bottle', 'bottle']"
2008_001741.jpg,train,['cat']
2008_001744.jpg,train,"['bottle', 'bottle', 'diningtable']"
2008_001746.jpg,train,"['car', 'car', 'car', 'car', 'car', 'car', 'person']"
2008_001751.jpg,train,"['chair', 'chair', 'chair', 'person', 'pottedplant', 'pottedplant']"
2008_001758.jpg,train,"['person', 'person', 'person', 'bottle', 'person', 'person', 'person', 'diningtable', 'person', 'person', 'person', 'person']"
2008_001761.jpg,train,['person']
2008_001770.jpg,train,['bird']
2008_001775.jpg,train,"['person', 'person']"
2008_001781.jpg,train,"['tvmonitor', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'sofa']"
2008_001783.jpg,train,['chair']
2008_001787.jpg,train,['sofa']
2008_001789.jpg,train,['person']
2008_001791.jpg,train,"['person', 'bicycle', 'person', 'person', 'person', 'person', 'person']"
2008_001796.jpg,train,['person']
2008_001797.jpg,train,"['person', 'dog', 'person']"
2008_001801.jpg,train,"['aeroplane', 'aeroplane', 'person', 'person', 'person', 'person']"
2008_001809.jpg,train,"['sofa', 'chair', 'chair', 'chair', 'chair', 'chair', 'bottle', 'diningtable']"
2008_001811.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001813.jpg,train,['bicycle']
2008_001829.jpg,train,['bird']
2008_001832.jpg,train,['person']
2008_001834.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001836.jpg,train,"['cat', 'cat']"
2008_001837.jpg,train,"['person', 'bottle', 'person', 'person', 'person', 'person', 'chair', 'chair']"
2008_001842.jpg,train,"['person', 'bus']"
2008_001845.jpg,train,"['person', 'bottle']"
2008_001849.jpg,train,"['boat', 'boat', 'boat', 'boat', 'boat']"
2008_001852.jpg,train,['person']
2008_001854.jpg,train,"['dog', 'person']"
2008_001856.jpg,train,"['bird', 'person']"
2008_001860.jpg,train,"['person', 'person', 'bicycle', 'car', 'car']"
2008_001865.jpg,train,"['pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant', 'pottedplant']"
2008_001866.jpg,train,"['person', 'person', 'train']"
2008_001872.jpg,train,['dog']
2008_001876.jpg,train,['cat']
2008_001880.jpg,train,['tvmonitor']
2008_001881.jpg,train,"['person', 'person']"
2008_001882.jpg,train,['person']
2008_001888.jpg,train,"['person', 'person', 'tvmonitor', 'tvmonitor', 'chair']"
2008_001894.jpg,train,['person']
2008_001896.jpg,train,"['tvmonitor', 'sofa']"
2008_001903.jpg,train,"['person', 'person']"
2008_001911.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001921.jpg,train,['dog']
2008_001926.jpg,train,['train']
2008_001929.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001937.jpg,train,['person']
2008_001941.jpg,train,['car']
2008_001947.jpg,train,['person']
2008_001955.jpg,train,"['person', 'chair']"
2008_001956.jpg,train,['train']
2008_001957.jpg,train,"['bottle', 'person', 'person']"
2008_001967.jpg,train,"['person', 'person', 'person', 'person']"
2008_001970.jpg,train,"['person', 'boat', 'boat', 'boat', 'boat']"
2008_001977.jpg,train,"['boat', 'person', 'person', 'person', 'person', 'person', 'boat', 'boat']"
2008_001980.jpg,train,"['person', 'cat']"
2008_001982.jpg,train,"['person', 'person']"
2008_001986.jpg,train,"['bicycle', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_001997.jpg,train,"['tvmonitor', 'chair', 'tvmonitor', 'chair']"
2008_002000.jpg,train,"['aeroplane', 'aeroplane', 'aeroplane', 'car']"
2008_002001.jpg,train,['person']
2008_002002.jpg,train,"['bottle', 'bottle', 'person']"
2008_002005.jpg,train,"['bottle', 'bottle', 'bottle', 'bottle', 'bottle', 'bottle']"
2008_002009.jpg,train,"['person', 'person', 'person', 'person', 'person', 'pottedplant']"
2008_002023.jpg,train,"['person', 'person']"
2008_002032.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'chair', 'diningtable']"
2008_002033.jpg,train,['dog']
2008_002056.jpg,train,"['person', 'person']"
2008_002058.jpg,train,['person']
2008_002061.jpg,train,"['person', 'person', 'sheep']"
2008_002062.jpg,train,"['car', 'car']"
2008_002064.jpg,train,['bird']
2008_002066.jpg,train,['tvmonitor']
2008_002067.jpg,train,"['person', 'cat', 'person']"
2008_002073.jpg,train,['bird']
2008_002079.jpg,train,"['diningtable', 'bottle', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'diningtable']"
2008_002080.jpg,train,['person']
2008_002093.jpg,train,['person']
2008_002094.jpg,train,"['person', 'person']"
2008_002096.jpg,train,"['dog', 'person', 'person', 'person']"
2008_002103.jpg,train,"['person', 'person']"
2008_002112.jpg,train,"['person', 'person', 'chair', 'bottle']"
2008_002116.jpg,train,"['person', 'dog']"
2008_002117.jpg,train,"['person', 'person', 'person', 'diningtable']"
2008_002118.jpg,train,['car']
2008_002119.jpg,train,"['sofa', 'chair', 'tvmonitor', 'pottedplant']"
2008_002123.jpg,train,"['motorbike', 'motorbike', 'motorbike', 'motorbike', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_002129.jpg,train,"['person', 'bicycle']"
2008_002131.jpg,train,"['boat', 'boat', 'boat', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_002145.jpg,train,['person']
2008_002148.jpg,train,"['chair', 'person']"
2008_002150.jpg,train,"['sheep', 'person', 'bird']"
2008_002156.jpg,train,['person']
2008_002160.jpg,train,['dog']
2008_002162.jpg,train,"['person', 'person', 'person', 'person']"
2008_002175.jpg,train,"['diningtable', 'chair', 'chair', 'chair']"
2008_002177.jpg,train,['cat']
2008_002181.jpg,train,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
2008_002182.jpg,train,['cat']
